UniProt Accession ID,Description,Gene,V08,V28,NV1,V15L,V31,NV2,V14,V6L,V15,V23,V1O,V16,V11,V9L,V01,V22,V04,V25,V07,V10,V17,NV6,NV4,V1L,V13,V21,V6L,V12,V30,NV7,V05,V20,V03,V32,V06,V27,V02
RCC2_HUMAN,Protein RCC2,RCC2,3600.945232,183.4066041,145318.452,5633.300143,2.86567334,6968.301042,1,26517.73082,2674.199869,11156.72655,1,631.50618,1,909.4308532,84808.38303,1884.295177,9.365601162,182.6989379,1,1,99551.87065,398760.0925,85291.37686,1,4889.09548,16547.77932,3429.853146,83387.57236,7997.380809,44400.09568,169.3462952,61269.7716,1,207.7110561,1,91.56701243,52699.8644
RD23A_HUMAN,UV excision repair protein RAD23 homolog A,RAD23A,4347.335356,118381.047,394471.7502,121689.51,23871.4785,31987.46879,1,185605.932,7247.052327,31848.46844,77352.66017,5601.45794,42222.70845,215973.7212,21433.52207,68463.7084,131221.1375,97521.58209,226427.3571,52450.16194,74454.2673,130923.1784,38248.61176,1180.607111,37432.65587,42413.11445,191767.8164,6931.969394,126117.1594,63433.75295,108598.2594,69117.87546,38977.84329,77090.34889,75535.97115,119080.1062,196998.9207
RD23B_HUMAN,UV excision repair protein RAD23 homolog B,RAD23B,681833.1693,314760.0041,1764529.522,568772.9739,715628.5604,563859.7986,42424.22031,1180786.6,131318.457,385566.0914,713351.2636,191806.1182,677943.5648,1375395.772,1171071.296,649632.3021,1776756.269,1477051.309,1947211.867,277070.6212,400842.6638,1105013.602,1307243.98,1304827.194,308782.6116,728428.9796,1894843.327,200674.5262,802508.3485,535311.4793,1446742.64,1195227.382,2399817.59,337748.5242,1526764.979,2147893.597,2269662.441
RET4_HUMAN,Retinol-binding protein 4,RBP4,269769.9767,634846.9151,864233.6514,1085220.343,512450.9006,26826585.52,66699.83896,242236.8546,66369.56587,405270.3168,717962.2693,134950.3093,2571973.65,595054.8507,886975.9911,212796.1358,422051.9098,215411.2281,260433.6053,1995678.866,804386.0669,252107.9868,625175.8371,181789.1319,377055.5756,501335.6735,310777.5528,223022.9431,53549.25544,1335734.718,914994.629,355037.9675,758558.5498,1268775.543,1251265.682,222564.5229,636145.2881
RETN_HUMAN,Resistin,RETN,39326.24635,387531.9129,224520.3869,456567.9327,145215.174,147131.4838,555374.3174,129258.393,869023.6506,1494048.287,82167.95505,639122.6473,1794736.532,1822254.875,1091126.359,1120181.741,2293921.667,1048294.256,1560468.159,934112.1559,2601838.088,199927.2103,1550227.042,146650.5136,915423.0404,1407615.185,214003.8582,436309.8413,1207450.068,1514550.725,1827584.943,655481.3648,1470067.942,1646318.877,1452872.877,1107377.615,475038.1225
RHG25_HUMAN,Rho GTPase-activating protein 25,ARHGAP25,379545.2266,17426.47658,70709.29988,64269.24725,1880.597974,41180.11737,103658.2415,49563.60008,218211.7225,24449.20088,6660.230033,223612.4322,40300.79136,87127.0035,12824.55129,35941.69297,38098.41815,8475.687908,6304.696879,11301.26199,162119.2868,35230.40733,87539.05015,263933.5431,174419.0296,35839.74791,196558.6269,72319.6121,14032.17497,54904.97628,9092.189685,22126.43532,134588.9584,9850.585263,3437.009217,25276.92989,19636.96066
RINI_HUMAN,Ribonuclease inhibitor,RNH1,171951.0394,282929.7673,501274.3122,628499.8825,287387.3942,1254827.13,32081.88988,139214.9507,363145.334,1048315.864,259436.0983,462908.5641,59727.08185,2428326.434,1307982.278,373874.5764,435857.418,251230.5689,278406.1132,195671.4313,866759.9576,903893.1602,355853.9989,388049.1868,88953.39249,138448.6023,393044.5008,240186.8839,165620.6311,656950.7335,555356.0752,1977916.651,159842.5163,332822.4175,433542.3411,700546.11,976966.4368
RL10A_HUMAN,60S ribosomal protein L10a,RPL10A,101166.3249,6028.291282,151870.9888,220867.4468,44983.10033,13818.49591,2621.801036,169646.1477,75811.95215,12635.07477,212932.5238,104045.3385,51104.9339,510363.9915,39635.76087,298412.9442,41390.23141,239669.0936,174280.1566,301155.7463,65409.09128,400875.192,3508.83802,38875.79768,22621.36485,174787.0432,308547.9563,45602.2009,254744.6457,225374.9473,67431.8203,177633.8036,52073.13219,282729.4733,253061.809,356890.2433,405521.5272
RL11_HUMAN,60S ribosomal protein L11,RPL11,87411.43637,6146.334923,35554.65421,65784.29525,5512.25045,2017.255411,6767.975706,90973.37914,50631.74175,21487.12744,86672.6268,175307.7967,60232.72081,72974.70105,7721.05376,29354.6863,11429.75209,4877.163972,1,7639.216568,6690.832137,215783.2104,6555.160489,15185.56887,111780.0995,8841.071366,638058.0302,50310.66666,418.5917207,18189.65797,17349.11038,13041.5153,1,6.718518871,15083.96375,67128.7047,113739.8064
RL12_HUMAN,60S ribosomal protein L12,RPL12,362560.3839,259685.9201,447878.6662,199380.5071,115760.5741,24931.83537,27652.52018,378142.485,39466.20246,114755.7757,59994.99629,46728.2193,112397.9122,315170.9847,124227.209,212970.3061,178421.4371,78242.7913,647989.5728,62217.89004,81899.98498,130275.9366,70925.10904,14534.18562,89605.35394,143127.1784,923722.1621,60284.06285,117690.6372,100315.6277,157770.6665,317082.1387,119498.7379,84961.78584,146889.441,466600.8324,1061581.25
RL18_HUMAN,60S ribosomal protein L18,RPL18,1,1537.797721,42697.0656,32818.61218,18816.25197,5903.959327,1,16388.84067,296846.5906,90954.3748,35489.13297,70929.08607,1,16366.091,268929.822,209473.4729,1,51.10496593,4034.527118,11860.10103,2317.548546,161012.2091,5038.342469,1272.163282,17052.73342,41248.28345,31492.3581,107909.5528,1,564.4436212,542.5461694,138004.2138,1,105435.2992,1145.752859,8470.553651,57900.67419
RL27_HUMAN,60S ribosomal protein L27,RPL27,34921.58867,8657.4221,104611.9808,27009.94257,2570.964879,7342.68282,1,55154.14025,6212.255292,21362.38074,184622.9694,10907.59909,26868.06361,85665.3519,10724.07373,6785.367911,35727.23065,5664.495394,102997.0864,10083.31528,19189.67751,34752.02876,70798.84298,447195.2894,7895.331842,16777.33087,27475.06805,16514.40341,10137.15399,80105.29158,40458.76673,7042.620711,55.34593938,99534.82018,40584.37978,11627.65821,81885.78495
RL27A_HUMAN,60S ribosomal protein L27a,RPL27A,794155.42,9163.231435,229288.2312,118160.9487,74356.38163,12660.14217,1,78370.73808,12239.1636,27993.22126,476138.0678,3170.800104,54982.32744,138506.3441,5521.755164,32549.60759,59638.19646,52213.90619,91651.61366,132373.7942,33701.99296,220666.1511,12219.42809,5917.541804,22175.3918,21280.80228,225171.8494,52918.2246,218185.451,20794.13946,248835.3432,6837.472982,38140.67449,15023.74003,61779.43915,68761.97261,205589.2072
RL28_HUMAN,60S ribosomal protein L28,RPL28,60991.7518,19904.53675,50250.64286,97456.33261,4668.997763,45401.11162,101263.0533,29423.48371,20263.29244,3685.124484,24246.10827,14688.25585,906.3481149,43053.8445,6613.926257,2358.220646,10804.59224,20126.64126,25486.33547,8074.549484,3307.921967,190494.7865,677.1050075,101982.0219,8899.156933,93.26610253,98190.17757,3957.531348,1125.863605,2331.288685,43650.64604,11562.40095,28511.95282,214.3294536,8978.111995,59580.06519,198223.464
RL35A_HUMAN,60S ribosomal protein L35a,RPL35A,70865.53758,14684.56484,14108.72849,34378.84999,1.060743847,4321.494892,31.94805672,9312.174304,241.3753972,3231.575938,14001.50953,28639.11724,1,31928.05281,10816.42745,4950.821234,27198.24335,2161.190927,36447.92568,30200.36257,17281.26416,12248.70886,27614.79285,49521.60568,7385.320497,10207.16057,169562.4594,1636.641169,3727.276901,65477.75145,463.0965311,5826.832909,1,26884.47716,553.4491226,38892.52179,60794.45117
RL5_HUMAN,60S ribosomal protein L5,RPL5,25029.8685,3680.238819,202663.4854,47938.89752,56743.14446,405.9638017,4109.736809,3967.926747,10667.20105,21342.92255,46894.17352,38748.57432,74190.92006,4580.520635,79071.10516,167467.9199,2178.857843,210970.9328,17410.71235,17154.78707,58595.87181,715.0870433,64144.52318,296185.0138,4816.510052,105188.345,4394.589638,17304.64101,4040.101672,58083.43781,33398.29066,54536.09418,47654.4488,58563.64729,31965.26576,46956.05998,35271.18096
RL6_HUMAN,60S ribosomal protein L6,RPL6,880680.8757,164569.2668,621545.9441,381179.4954,334145.0206,68791.91904,5440.347764,851321.8124,261933.6009,70171.11366,828270.243,407485.1203,244225.3524,240710.9846,143788.2995,632038.9961,342355.4458,979884.7953,163701.496,253655.5482,119913.8744,1801922.051,124173.0844,363007.6578,381194.0405,474512.3852,1268107.706,839244.5782,116127.4449,309414.1351,293644.1451,75106.67849,120038.9918,350388.9746,1140714.863,599107.9748,446235.899
RL7A_HUMAN,60S ribosomal protein L7a,RPL7A,65021.08974,113390.2611,128289.8916,68487.06633,92524.29037,7455.120863,1,37153.21987,38283.70968,483.2444398,2990212.052,125210.2455,27596.27216,1,1398.59587,414646.5831,66667.83731,394719.5638,8455.820174,563516.3358,963.1172152,48260.2931,1,855851.7792,31130.51382,79360.88263,3955279.648,770.0109247,607946.5899,978.5522259,24350.02501,1206.111928,17070.06697,120621.7472,431705.5992,125655.0002,377510.9669
RLA2_HUMAN,60S acidic ribosomal protein P2,RPLP2,200038.0699,315636.6322,1871073.536,170474.4715,1065081.941,79602.7132,83949.49305,285272.6877,130242.6362,475992.0407,500780.8408,73858.69899,268982.0947,314911.1594,131267.8539,280176.2198,84100.37706,1647978.999,122080.1207,1050690.391,311414.5847,317766.9105,343695.6225,769854.5066,283445.3734,756308.8636,563387.8266,105529.8489,1410936.13,88434.59699,559258.6034,983534.0156,676469.6867,1698992.619,65155.11944,107845.9145,86932.06398
RM12_HUMAN,"39S ribosomal protein L12, mitochondrial",MRPL12,49312.53548,1187.973202,17027.41444,3858.635819,996.8675942,16100.95164,20207.69553,15538.4884,22815.64795,15222.11629,48079.23456,30964.06756,8528.394137,6143.2358,13818.40507,11306.68602,3292.736568,15760.0842,13380.56407,60665.07346,43965.93848,20619.47352,6015.737067,4350.137102,6877.707799,7270.296113,2257.310885,7253.222834,6085.859799,14933.7064,19049.28501,9349.803462,5794.211758,11733.14994,3795.362425,8919.790286,11870.16124
RNAS4_HUMAN,Ribonuclease 4,RNASE4,1427.192247,101999.6949,202387.0797,434595.8539,195838.1517,206314.0121,218684.9038,47030.4942,16944.83849,27142.01722,68369.75113,6134.745939,33881.92368,34189.14046,466618.2926,29728.80702,169227.0436,113322.7385,60919.97182,103651.24,25449.37824,1987292.648,2219.115515,849607.6592,34592.98918,35202.2688,121973.0357,7644.990828,204047.9357,56908.62395,90168.56844,57455.66399,83325.07744,1,397175.4898,130292.1401,20715.59645
RNT2_HUMAN,Ribonuclease T2,RNASET2,29518.49683,2121.042948,136954.9669,59441.26831,1476.530963,301.5021201,61343.53594,139029.6181,313828.4485,581435.9122,696659.7,134584.9734,56222.81711,235599.6121,143397.531,21523.45813,1412793.157,264944.6131,149943.5565,82362.15058,96034.17163,225363.8561,127788.1614,79310.1557,87298.21437,50058.55529,181993.2538,68668.95107,471759.2425,140695.3324,41946.1065,140621.717,52121.37192,456265.6174,106492.1292,14162.55055,63652.2146
RO60_HUMAN,60 kDa SS-A/Ro ribonucleoprotein,TROVE2,8209.820334,71040.63092,218672.5785,34295.67109,136605.6731,181037.3352,3843.602847,62572.71547,56065.67217,51910.26853,71942.12014,111452.3924,24985.42584,106098.3043,70415.3343,48485.03533,35490.2011,37849.69629,445476.7737,32410.16411,36698.90267,268327.4512,119879.5726,493509.6256,27370.96604,30244.94433,127234.1341,22114.91468,21858.66479,25960.78708,58604.89651,109234.8139,26877.55179,27707.05993,30749.44518,123795.0273,141423.302
ROA1_HUMAN,Heterogeneous nuclear ribonucleoprotein A1,HNRNPA1,31886.83863,69415.63699,594875.8674,11659.59954,181471.7082,17569.14904,56909.00952,24787.02568,65014.62771,94813.7677,254225.0035,84892.95973,36549.57277,58564.76429,36466.16113,849178.4768,59129.07455,161843.7987,28832.97466,92109.14518,121147.492,143114.8506,156585.9476,451656.1852,25673.39686,191240.2278,273665.0121,48533.39445,75222.99575,49328.42139,202455.7679,134478.9715,198320.9588,279589.6711,395139.3143,218759.2476,1294621.858
ROA2_HUMAN,Heterogeneous nuclear ribonucleoproteins A2/B1,HNRNPA2B1,35266.07767,132076.9766,1387392.262,257919.8312,93058.91768,119295.7216,28772.74477,27934.30287,83830.53267,703525.2971,53870.58644,27197.36334,195475.4527,181240.0865,202236.9958,329887.6755,111273.3785,299379.3148,232542.6341,468373.6004,359969.3602,354930.9124,531159.333,54440.8039,360401.2088,716502.6338,57346.22134,76773.47338,85135.93222,513137.216,421583.7076,180607.178,271237.1151,220860.6967,495850.0859,537728.8085,668153.4266
ROA3_HUMAN,Heterogeneous nuclear ribonucleoprotein A3,HNRNPA3,242.6953982,1641.226615,16738.75151,92375.20469,3059.224774,1765.396704,7793.988416,207.9184089,2708.553735,14129.57717,865.4929467,8059.474466,22965.46172,21575.25743,7.483138993,71748.78578,8313.101395,7759.555028,15609.25798,13731.28291,17056.47584,5954.284006,12031.40308,9367.577576,813.2056861,42311.11753,1365.28388,96002.55614,4291.316914,1428.982445,37926.94102,8900.980456,4620.649586,10402.07198,52296.99665,30619.27447,1233.766899
ROCK1_HUMAN,Rho-associated protein kinase 1,ROCK1,3699.709038,49606.57476,8340.447703,19224.47807,18214.31936,1,712.9281646,34843.01505,66751.02959,31267.13553,2223.080878,24300.66613,1513.471176,147703.7638,15006.95153,56931.20728,23302.44876,20712.1584,11608.84015,1745.119598,6360.135071,18099.18634,1783.745581,123144.9668,2146.852969,3827.83508,72.87530417,18389.86099,20269.05997,18901.12225,26039.6657,3463.445651,1.537871681,6883.131382,2309.304803,14808.36346,862.2029428
RPIA_HUMAN,Ribose-5-phosphate isomerase,RPIA,160227.7027,38145.07672,272494.1183,13339.95643,29079.85863,29818.97322,16221.62331,108074.5544,30861.60503,13016.22331,42979.22718,20358.68003,27613.32008,76764.22261,43254.71301,117160.8072,130411.2802,108190.0114,198705.3255,344854.2198,205121.7723,115664.1931,532878.1146,25124.70875,44289.6859,19364.84225,68296.05058,32925.16861,30746.00693,152961.2864,167702.9904,169275.4495,154573.5443,77480.41512,36654.50695,172291.1487,135281.3831
RPN2_HUMAN,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2,RPN2,865.9699738,35390.44702,22206.47495,382481.5748,99702.4782,20781.07853,28440.10329,37906.7959,867.3214359,2929.711903,19967.11035,9154.691912,1,84528.12028,2950.406498,2972.948583,362.4305897,1.126575159,19603.46223,37312.9673,7779.335963,1140.535683,67728.57445,402.3237393,2777.173893,465.033639,10612.8864,8729.436776,1333.906969,26134.32138,1307.40292,750.4470211,6071.682389,488.5070598,0.693316608,86693.45113,27072.8902
RPTN_HUMAN,Repetin,RPTN,164064.4725,991942.5039,153353.677,90735.23615,3376737.016,559946.1933,118614.5137,27936.17462,199769.8541,75001.8088,1789624.758,133573.337,4193064.135,485732.0042,409462.1524,3010611.763,1134074.352,860340.7636,50233.16536,403962.9382,175288.8774,607783.8588,56640.67686,190237.6075,569620.8721,622663.9086,2244215.259,50278.89134,616128.3038,325282.1286,126178.5884,66869.27674,145357.3603,706755.5541,1469139.782,616101.8426,487305.1643
RS11_HUMAN,40S ribosomal protein S11,RPS11,15980.80995,656.2229524,16639.50694,2549.806328,1131.147701,5956.732253,465.8846817,17752.00525,15669.28904,14096.41422,141309.4758,26661.55427,57652.67888,47266.74096,6460.747386,96871.13194,94936.9539,115432.474,54048.72963,20434.87718,1,20726.18962,4699.621104,28711.55704,11054.29346,252097.4649,305884.2821,60.23855693,10111.59608,6301.679654,75478.50434,25149.52059,79447.75328,28877.12038,121239.4508,660153.8793,526261.1225
RS19_HUMAN,40S ribosomal protein S19,RPS19,127822.9722,76005.4049,96350.01826,66074.33476,25944.21616,12250.40825,12660.65529,14241.23612,72209.55226,32661.44564,103752.7855,237719.6091,131131.7975,186009.1246,28357.00847,139426.0929,36991.90826,157595.4557,107146.4967,70789.262,29037.92646,12648.90459,79386.64542,4951.240455,37957.83212,191281.1477,20426.05914,35192.55648,13403.52906,46089.82478,32988.24235,51061.967,2741.735831,79279.18857,196741.2382,84441.40643,164474.2556
RS20_HUMAN,40S ribosomal protein S20,RPS20,8212.611737,74440.48474,7190.092539,17602.08242,4130.966025,3501.405476,3.677560126,156663.9527,17836.12578,31211.38884,245003.9857,11766.1156,20614.81565,85261.21489,9426.727275,73665.50175,12600.30109,81245.20787,45909.77791,29469.27596,26334.9275,48805.99679,15056.0404,32414.34595,4812.358689,31775.08358,26561.47084,685.7325472,15544.54859,15305.83889,92306.76476,19558.99986,15162.04722,40500.84069,59012.59623,70474.26103,120931.585
RS21_HUMAN,40S ribosomal protein S21,RPS21,2455.909129,17805.53392,37514.79999,188071.5484,10550.25911,9107.194279,14801.35135,33316.95253,7049.097,22426.33047,37721.11906,8556.053372,22969.44097,76595.08879,36598.83723,20575.44069,10022.68166,14516.7398,160697.3047,24971.07192,366704.3347,39545.01288,408816.9023,20856.03826,37482.79552,17999.92171,77608.59091,15114.95661,4913.163173,157004.9078,9642.20396,190135.6054,2374.654104,44017.90704,23333.48403,35442.37215,53088.0758
RS27A_HUMAN,Ubiquitin-40S ribosomal protein S27a,RPS27A,238103.6296,2280780.695,4494852.124,548965.6148,8291174.18,662624.3567,9972738.84,16405116.15,15407318.83,2346162.584,9499772.039,10198830.56,12647172.19,11607353.81,4283408.303,37895631.58,12192948.78,14982738.46,14643164.28,3541058.658,1299209.965,4387789.052,4867948.7,7611491.242,4164566.756,17149529.08,22336351.49,1209066.362,33617604.55,3725971.383,7425690.047,9761806.672,18008965.24,9193822.712,21122689.24,13396581.29,13354986
RS28_HUMAN,40S ribosomal protein S28,RPS28,64371.81439,94621.06489,138229.2614,22948.8197,42696.06945,102919.6609,151863.7108,603684.5617,84351.76413,392118.1608,365087.6108,58253.78514,52700.47594,83447.44554,55598.3501,84368.34549,143114.3209,729396.3844,134652.3322,193448.0157,111751.2964,33083.01574,125786.1225,345980.0352,108902.3759,154434.3128,205637.9611,13985.89888,1120085.958,60735.11184,70930.20992,711757.6805,59911.45491,553442.2149,109229.2216,140336.4057,131014.2276
RS8_HUMAN,40S ribosomal protein S8,RPS8,105424.4715,58084.81054,10104.78331,33575.57281,33978.02407,32825.52226,109530.4223,35354.20438,6294.572189,15202.85481,31098.19014,52512.46959,19121.04667,135600.8522,55504.46261,6250.037469,58988.79176,19643.54295,638831.699,6098.323963,10537.56363,36974.47171,151831.9656,51871.4766,206391.4536,59578.51382,104444.8189,10968.24173,37657.94092,30834.31775,31890.06571,8642.272502,13829.59412,25198.73131,39529.90932,94074.32078,57643.93073
RSSA_HUMAN,40S ribosomal protein SA,RPSA,123264.4709,170011.2002,2074377.025,551033.6651,119421.7097,52583.11765,1974.565422,62029.85991,267158.6754,200062.0641,63867.9314,60550.72001,207535.6022,543466.9452,227207.7503,61539.26518,225660.2779,119437.4143,302329.6628,26763.79026,246653.8464,417996.3767,336344.407,263114.1912,86556.71208,82788.7214,136494.6006,129186.308,255647.0966,438302.1768,124861.3351,895411.8476,247807.7254,75448.53341,71860.26848,460258.0664,754045.1195
RTN4_HUMAN,Reticulon-4,RTN4,263888.1672,190860.4388,107172.5266,699361.5489,312306.958,124538.6053,703.3919407,71741.46658,365643.5611,75726.68457,354176.9216,577935.045,850117.6658,363724.6028,143443.0564,1419059.241,1078926.944,902596.146,98465.31997,253991.041,184136.8559,53948.44903,38993.0861,215372.2856,140977.5964,1524594.677,73629.9752,101113.3968,390914.9679,99340.75904,488839.1658,145517.9198,681082.4844,367226.6654,652401.3203,1233432.032,468955.2709
S100P_HUMAN,Protein S100-P,S100P,18850340.26,2747311.785,15887924.95,5297866.526,4552666.146,3064608.956,3734276.728,9365345.064,19887375.91,6452674.761,643018.5289,23074751.97,9505311.813,17092332.47,16739033.94,14485876.64,28100029.58,6022139.804,22021633.23,3495702.605,25018989.56,2543051.595,5436960.712,1655719.372,8897224.569,22898907.87,3270747.227,19553339.99,12232803.14,7027415.872,17521516.44,28161316.18,9455952.956,9742396.652,15080595.26,27901047.62,17200551.76
S10A2_HUMAN,Protein S100-A2,S100A2,691794.6248,17706.55864,2523122.434,3812862.768,525168.5581,2899011.13,291864.0722,3611874.599,902923.3539,5792072.05,239370.1682,1193291.88,1353428.135,3604922.211,81894779.13,547116.9383,1500152.503,3376080.13,19380909.71,987582.3638,944998.9468,196703.482,1702997.244,613590.6898,308076.6938,963177.7706,3073932.441,9908305.867,1009518.79,8435204.934,3215990.719,42916618.7,1166475.359,749785.8686,4300848.515,6950612.154,15196997.51
S10A4_HUMAN,Protein S100-A4,S100A4,2532673.679,766241.4818,769748.5553,7878768.029,82845.09551,692786.0607,289105.439,1238682.468,1392826.246,3714640.826,118801.9186,680422.7531,301768.5228,2268677.038,4367948.064,208442.0107,2907781.28,297649.8271,6198258.274,1279899.104,5870243.777,523850.0559,2104406.982,245549.879,1472754.435,450712.8025,817371.0715,1591697.511,178144.3501,2354767.876,2700327.441,3248059.364,1325972.638,518931.1405,988063.9115,947709.4644,3466216.252
S10A7_HUMAN,Protein S100-A7,S100A7,584516.2053,424197.2628,272865504.3,444176.4527,4411869.025,1449100.867,1303733.27,83903231.7,5848543.102,290653829.7,4798085.756,4994501.652,1491606.353,3814857.632,1520212475,30035212.6,23004206.61,6348893.304,36090261.99,1723606.621,8288823.063,1819555.022,20548747.02,5289250.894,5531431.821,9384573.166,146783236.1,487919947.7,102790239,100043048.9,8005824.876,1293136959,2493765945,14821256.97,4086668.292,27974392.19,11384151.45
S10A8_HUMAN,Protein S100-A8,S100A8,154718844.8,1750638.555,561017201.2,43448138.94,29708855.52,10947339.47,2303435.452,43709728.5,21103215.09,18483312.27,15315177.35,16765718.19,25797750.32,28682827.7,638504783.6,49539827.91,183543479.2,48084282.77,80973953.4,11611467.01,586894531.8,1650639.434,31637993.79,5596773.694,32824148.65,35136917.66,31254614.94,73620162.31,26945308.34,17271257.33,47571277.9,899101880.9,145728117.4,20595687.98,35313664.4,69640258.53,290346376.9
S10A9_HUMAN,Protein S100-A9,S100A9,615578.9415,17806717.53,343045316.2,616108.4111,105850293.4,5176589.64,4661848.689,93444812.06,34452361.87,20560525.07,20185036.99,18162033.27,39168499.83,13987562.26,1030413203,59739492.63,57023546.52,61610126.83,54673100.34,91439049.07,548881186.4,2158164.434,5638807.051,15993850.71,116813842.8,20501159.99,35446702.66,17793306.45,189435527.2,17089227.95,147801971,587171265.1,529464300.4,57014658.58,41952320.01,69106826.85,195745168.3
S10AA_HUMAN,Protein S100-A10,S100A10,820625.499,383951.3802,345070.2464,801210.2793,1838373.834,253912.1719,73240.51041,3064204.538,2457857.869,1180994.783,763409.1248,3780695.21,966610.9407,660499.9033,1157661.09,524462.3783,1434433.198,8030464.926,624083.4445,1507040.926,705579.7069,483440.1362,84136.11639,259087.5947,738332.1529,2895360.599,409447.2555,331990.6461,8268459.199,653418.2455,3244091.21,6609231.193,2114268.541,2111686.288,1637993.687,1375698.648,3300836.431
S10AB_HUMAN,Protein S100-A11,S100A11,77184834.92,30485275.24,45648561.52,12221885.05,8817935.692,4537454.146,9254246.71,33231297.26,8452721.929,16860349.83,2551765.109,7038804.067,6772585.682,14307931.68,68407688.82,13378510.39,25406621.34,31803221.26,38861256.44,5343521.232,17489441.78,3934261.868,5598441.912,2299900.034,9540596.239,14552524.37,32489118.72,4593221.455,12284187.06,8644751.527,12618085.12,97576088.97,102065498.9,9693481.79,13698893.07,25831904.76,111469392.6
S10AC_HUMAN,Protein S100-A12,S100A12,7004919.774,173429.7573,54275.69323,24518080.38,1128020.091,196383.1318,26365.6737,21446.10855,130954.0363,69651.47697,240210.5574,149435.5868,50061.42255,101592.2877,39552.24774,45022.82691,111358.4789,18518.62874,259155.6938,11300.52692,5056271.808,236511.8943,998409.7064,1145662.997,54738.62268,17644.52901,5650.409238,88343.18469,6604.100751,208109.5443,937952.9149,94528.75891,45916.70473,10777.7554,157561.876,39358.6072,85954.86785
S10AE_HUMAN,Protein S100-A14,S100A14,445948.3965,1081304.198,759265.9995,386624.68,1566231.169,51568.11777,145722.9862,395712.6219,137407.123,172740.0892,607970.4765,207577.421,670831.2419,9909810.583,975791.6681,697733.2404,597392.0826,1774105.658,766529.5481,638246.5286,217746.4675,45905.15062,165276.6588,356450.1528,553099.505,775851.7865,1778092.322,259526.2501,524725.089,329989.7037,997878.5859,707835.7439,1869141.277,432726.8063,1320239.155,6792856.814,4565544.654
S10AG_HUMAN,Protein S100-A16,S100A16,53853.8083,110464.4159,409249.5279,46536.84832,366723.4606,301954.0802,35489.6382,1702428.524,171947.9202,371268.791,137823.7585,78814.60127,241443.5404,316151.9123,21300.58275,228006.5621,357174.7155,1108776.669,937013.3893,331827.7572,158719.9249,37708.28538,671121.5954,37039.11654,248551.8705,219058.9954,878727.2545,91837.48358,360735.7251,236010.501,511802.1786,850988.6966,1124247.699,313232.3973,808536.9974,4213614.378,8599131.388
SAHH_HUMAN,Adenosylhomocysteinase,AHCY,1095967.156,67010.52799,1299854.097,66561.58416,216336.673,1527527.941,17523.3725,113330.6335,146649.2227,136843.2118,65640.08748,148115.1704,320905.8765,329677.1224,400604.4179,1295247.627,200964.0884,335852.7126,722312.9535,231094.5978,305056.6525,1659168.715,898398.6965,1130075.28,105308.5657,3004487.024,162459.7425,132366.8313,113585.9858,602809.2806,386049.3677,1255041.238,487044.3202,159483.9821,220809.5717,312073.2018,722566.2405
SAHH3_HUMAN,Putative adenosylhomocysteinase 3,AHCYL2,2012677.229,334489.1544,155641.8139,182921.313,142197.427,865236.8672,33713.15804,251362.4904,498173.9021,76705.14766,253119.2663,451786.8617,59540.64219,267794.8569,370375.1198,121824.1155,16610.91514,110140.6441,149134.7597,54632.37418,191182.3218,1130693.513,154537.4658,709200.1558,808746.5695,56841.19073,166628.5092,278619.9218,50533.15615,88977.55599,115819.1522,76767.50811,158572.7462,53416.85539,17411.03644,68089.58391,51458.62984
SAMD9_HUMAN,Sterile alpha motif domain-containing protein 9,SAMD9,10194.01773,2223.489495,4553.687776,53458.64084,8179.780348,1,445.0154692,5745.681071,114482.0636,10420.33161,1692.36602,51421.68176,4680.528392,1115.517147,23090.34038,8114.966325,4507.343836,10247.62693,1735.706134,9234.735211,2458.699067,51869.9844,12399.35383,4647.670136,9577.375875,518.8380228,4158.99445,3395.284505,3132.124681,8699.934075,21643.62435,8448.797105,6011.61249,2888.091404,2729.858101,6165.599,2159.8853
SAP_HUMAN,Prosaposin,PSAP,789868.9964,441439.5578,3266476.174,3832409.927,611119.9722,607504.2891,168971.7131,3786119.433,2259652.242,872474.8069,673930.0354,2693892.998,1173160.601,4312471.868,1815343.66,1118874.689,1358648.668,2763570.078,1191056.334,571613.3617,622666.597,1404585.756,613442.3405,163571.3847,2082703.692,829935.676,1720870.022,1875730.501,928364.1545,1860952.606,2240522.214,536857.9842,1057581.016,654399.5431,3000595.683,1740378.398,1385511.156
SAP3_HUMAN,Ganglioside GM2 activator,GM2A,192282.5576,248958.3391,1764094.395,398499.3731,435180.8811,75285.17667,21678.01884,1803933.378,244387.0276,512255.323,527110.9662,546624.7093,1336493.663,811649.7891,425262.3023,1754092.818,273876.1356,760701.4101,528004.1628,123794.0047,165985.0635,100125.5403,867792.0308,168407.8852,336002.0987,1920670.098,1359605.834,519226.835,1663996.115,1150372.877,378395.9547,269892.0436,693659.9456,388258.7786,912157.3972,772929.0273,715720.1331
